city,garage_id,name,addr,maps_search_url,url,height,notes,status
dallas-tx,dal-reunion-tower,Reunion Tower / Hyatt Regency Garage,300 Reunion Blvd,https://www.google.com/maps/search/?api=1&query=Reunion+Tower+%2F+Hyatt+Regency+Garage+300+Reunion+Blvd+Dallas+TX,,,,unverified
dallas-tx,dal-trammell-crow,Trammell Crow Center Garage,2001 Ross Ave,https://www.google.com/maps/search/?api=1&query=Trammell+Crow+Center+Garage+2001+Ross+Ave+Dallas+TX,,,,unverified
dallas-tx,osm-w31265332,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Dallas+TX,,,,unverified
dallas-tx,osm-w306437756,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Dallas+TX,,,,unverified
dallas-tx,osm-w470463076,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Dallas+TX,,,,unverified
dallas-tx,osm-w597520847,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Dallas+TX,,,,unverified
dallas-tx,osm-w598154329,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Dallas+TX,,,,unverified
dallas-tx,osm-w619201239,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Dallas+TX,,,,unverified
denver-co,den-stapleton-central,Central Park (former Stapleton) Shopping,7505 E 35th Ave,https://www.google.com/maps/search/?api=1&query=Central+Park+%28former+Stapleton%29+Shopping+7505+E+35th+Ave+Denver+CO,,,,unverified
denver-co,den-cherry-creek-north,Cherry Creek Shopping Center,3000 E 1st Ave,https://www.google.com/maps/search/?api=1&query=Cherry+Creek+Shopping+Center+3000+E+1st+Ave+Denver+CO,,,,unverified
denver-co,den-convention-ctr,Colorado Convention Center Garage,700 14th St,https://www.google.com/maps/search/?api=1&query=Colorado+Convention+Center+Garage+700+14th+St+Denver+CO,,,,unverified
denver-co,den-nature-science,Denver Museum of Nature & Science,2001 Colorado Blvd,https://www.google.com/maps/search/?api=1&query=Denver+Museum+of+Nature+%26+Science+2001+Colorado+Blvd+Denver+CO,,,,unverified
denver-co,dia-east-garage,DIA — East Economy Garage,8500 Peña Blvd,https://www.google.com/maps/search/?api=1&query=DIA+%E2%80%94+East+Economy+Garage+8500+Pe%C3%B1a+Blvd+Denver+CO,,,,unverified
denver-co,dia-west-garage,DIA — West Economy Garage,8500 Peña Blvd,https://www.google.com/maps/search/?api=1&query=DIA+%E2%80%94+West+Economy+Garage+8500+Pe%C3%B1a+Blvd+Denver+CO,,,,unverified
denver-co,den-lodo-market-st,Market Street Station Garage,1717 Market St,https://www.google.com/maps/search/?api=1&query=Market+Street+Station+Garage+1717+Market+St+Denver+CO,,,,unverified
denver-co,osm-w127700478,Unnamed parking structure,1326 Welton Street,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+1326+Welton+Street+Denver+CO,,,,unverified
denver-co,osm-w664051056,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Denver+CO,,,,unverified
denver-co,osm-w823570948,Unnamed parking structure,,https://www.google.com/maps/search/?api=1&query=Unnamed+parking+structure+Denver+CO,,,,unverified
des-moines-ia,dsm-center-st-bridge,Center Street Bridge,Center St over Des Moines River,https://www.google.com/maps/search/?api=1&query=Center+Street+Bridge+Center+St+over+Des+Moines+River+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-cowles-commons,Cowles Commons Garage,221 Walnut St,https://www.google.com/maps/search/?api=1&query=Cowles+Commons+Garage+221+Walnut+St+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-airport-garage,Des Moines Airport (DSM) — Main Garage,5800 Fleur Dr,https://www.google.com/maps/search/?api=1&query=Des+Moines+Airport+%28DSM%29+%E2%80%94+Main+Garage+5800+Fleur+Dr+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-botanical-garden,Greater Des Moines Botanical Garden,909 Robert D Ray Dr,https://www.google.com/maps/search/?api=1&query=Greater+Des+Moines+Botanical+Garden+909+Robert+D+Ray+Dr+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-valley-junction,Historic Valley Junction,"205 5th St, W Des Moines",https://www.google.com/maps/search/?api=1&query=Historic+Valley+Junction+205+5th+St%2C+W+Des+Moines+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-hy-vee-hall,Hy-Vee Hall (IEC),730 3rd St,https://www.google.com/maps/search/?api=1&query=Hy-Vee+Hall+%28IEC%29+730+3rd+St+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-womens-mlk,MLK Parkway Bridge,MLK Pkwy over Des Moines River,https://www.google.com/maps/search/?api=1&query=MLK+Parkway+Bridge+MLK+Pkwy+over+Des+Moines+River+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-principal-financial,Principal Financial Group Garage,711 High St,https://www.google.com/maps/search/?api=1&query=Principal+Financial+Group+Garage+711+High+St+Des+Moines+IA,,,,unverified
des-moines-ia,dsm-wells-fargo-arena,Wells Fargo Arena / Iowa Events Center,730 3rd St,https://www.google.com/maps/search/?api=1&query=Wells+Fargo+Arena+%2F+Iowa+Events+Center+730+3rd+St+Des+Moines+IA,,,,unverified
detroit-mi,det-ambassador,Ambassador Bridge,US-Canadian border,https://www.google.com/maps/search/?api=1&query=Ambassador+Bridge+US-Canadian+border+Detroit+MI,,,,unverified
detroit-mi,det-truck-ferry,Detroit-Windsor Truck Ferry (alternative),Harbor Light Transport,https://www.google.com/maps/search/?api=1&query=Detroit-Windsor+Truck+Ferry+%28alternative%29+Harbor+Light+Transport+Detroit+MI,,,,unverified
detroit-mi,dtw-big-blue,DTW — Big Blue Deck (McNamara Terminal),"2601 Worldgateway Pl, Romulus",https://www.google.com/maps/search/?api=1&query=DTW+%E2%80%94+Big+Blue+Deck+%28McNamara+Terminal%29+2601+Worldgateway+Pl%2C+Romulus+Detroit+MI,,,,unverified
detroit-mi,dtw-evans-deck,DTW — Evans Terminal Deck (North),"Middlebelt Rd, Romulus",https://www.google.com/maps/search/?api=1&query=DTW+%E2%80%94+Evans+Terminal+Deck+%28North%29+Middlebelt+Rd%2C+Romulus+Detroit+MI,,,,unverified
detroit-mi,det-fairlane,Fairlane Town Center (Dearborn),"18900 Michigan Ave, Dearborn",https://www.google.com/maps/search/?api=1&query=Fairlane+Town+Center+%28Dearborn%29+18900+Michigan+Ave%2C+Dearborn+Detroit+MI,,,,unverified
detroit-mi,det-gordie-howe,Gordie Howe International Bridge,Delray / Windsor (under construction),https://www.google.com/maps/search/?api=1&query=Gordie+Howe+International+Bridge+Delray+%2F+Windsor+%28under+construction%29+Detroit+MI,,,,unverified
detroit-mi,det-henry-ford-hosp,Henry Ford Hospital — Visitor Garage,2799 W Grand Blvd,https://www.google.com/maps/search/?api=1&query=Henry+Ford+Hospital+%E2%80%94+Visitor+Garage+2799+W+Grand+Blvd+Detroit+MI,,,,unverified
detroit-mi,det-cobo-tcf,Huntington Place (Cobo/TCF) Garage,1 Washington Blvd,https://www.google.com/maps/search/?api=1&query=Huntington+Place+%28Cobo%2FTCF%29+Garage+1+Washington+Blvd+Detroit+MI,,,,unverified
detroit-mi,det-mackinac,Mackinac Bridge (statewide — not Detroit),I-75 over Straits of Mackinac,https://www.google.com/maps/search/?api=1&query=Mackinac+Bridge+%28statewide+%E2%80%94+not+Detroit%29+I-75+over+Straits+of+Mackinac+Detroit+MI,,,,unverified
detroit-mi,det-mgm-grand,MGM Grand Detroit Garage,1777 3rd Ave,https://www.google.com/maps/search/?api=1&query=MGM+Grand+Detroit+Garage+1777+3rd+Ave+Detroit+MI,,,,unverified
detroit-mi,det-somerset,Somerset Collection (Troy),"2800 W Big Beaver Rd, Troy",https://www.google.com/maps/search/?api=1&query=Somerset+Collection+%28Troy%29+2800+W+Big+Beaver+Rd%2C+Troy+Detroit+MI,,,,unverified
durham-nc,dur-brightleaf-square,Brightleaf Square,905 W Main St,https://www.google.com/maps/search/?api=1&query=Brightleaf+Square+905+W+Main+St+Durham+NC,,,,unverified
durham-nc,dur-stagville-historic,Historic Stagville (NC Historic Site),5828 Old Oxford Hwy,https://www.google.com/maps/search/?api=1&query=Historic+Stagville+%28NC+Historic+Site%29+5828+Old+Oxford+Hwy+Durham+NC,,,,unverified
durham-nc,rdu-airport-dur,RDU Airport (shared Raleigh-Durham),2400 John Brantley Blvd,https://www.google.com/maps/search/?api=1&query=RDU+Airport+%28shared+Raleigh-Durham%29+2400+John+Brantley+Blvd+Durham+NC,,,,unverified
durham-nc,dur-roxboro-road-eno,Roxboro Rd Bridge over Eno River,Roxboro Rd,https://www.google.com/maps/search/?api=1&query=Roxboro+Rd+Bridge+over+Eno+River+Roxboro+Rd+Durham+NC,,,,unverified
durham-nc,dur-sarah-p-duke-gardens,Sarah P. Duke Gardens,420 Anderson St,https://www.google.com/maps/search/?api=1&query=Sarah+P.+Duke+Gardens+420+Anderson+St+Durham+NC,,,,unverified
el-paso-tx,elp-bota,Bridge of the Americas (Free),Patriot Fwy / US-62 over Rio Grande,https://www.google.com/maps/search/?api=1&query=Bridge+of+the+Americas+%28Free%29+Patriot+Fwy+%2F+US-62+over+Rio+Grande+El+Paso+TX,,,,unverified
el-paso-tx,elp-airport-garage,El Paso Airport — Parking Garage,6701 Convair Rd,https://www.google.com/maps/search/?api=1&query=El+Paso+Airport+%E2%80%94+Parking+Garage+6701+Convair+Rd+El+Paso+TX,,,,unverified
el-paso-tx,elp-mills-plaza,Mills Plaza / Blue Flame Building,115 N Mesa St,https://www.google.com/maps/search/?api=1&query=Mills+Plaza+%2F+Blue+Flame+Building+115+N+Mesa+St+El+Paso+TX,,,,unverified
el-paso-tx,elp-utep-garage,UTEP — Union Parking Garage,351 W University Ave,https://www.google.com/maps/search/?api=1&query=UTEP+%E2%80%94+Union+Parking+Garage+351+W+University+Ave+El+Paso+TX,,,,unverified
el-paso-tx,elp-ysleta-zaragoza,Ysleta-Zaragoza International Bridge,SH-375 to Zaragoza,https://www.google.com/maps/search/?api=1&query=Ysleta-Zaragoza+International+Bridge+SH-375+to+Zaragoza+El+Paso+TX,,,,unverified
flagstaff-az,flg-flagstaff-mall,Flagstaff Mall,4650 N US Hwy 89,https://www.google.com/maps/search/?api=1&query=Flagstaff+Mall+4650+N+US+Hwy+89+Flagstaff+AZ,,,,unverified
flagstaff-az,flg-marketplace,Flagstaff Marketplace,1650 S Milton Rd,https://www.google.com/maps/search/?api=1&query=Flagstaff+Marketplace+1650+S+Milton+Rd+Flagstaff+AZ,,,,unverified
flagstaff-az,flg-nau-visitor-parking,NAU — University Union Parking Structure,1050 S Knoles Dr,https://www.google.com/maps/search/?api=1&query=NAU+%E2%80%94+University+Union+Parking+Structure+1050+S+Knoles+Dr+Flagstaff+AZ,,,,unverified
flagstaff-az,flg-sedona-uptown,Sedona Uptown District,"200 N State Route 89A, Sedona",https://www.google.com/maps/search/?api=1&query=Sedona+Uptown+District+200+N+State+Route+89A%2C+Sedona+Flagstaff+AZ,,,,unverified
fort-worth-tx,ftw-intermodal,Fort Worth Central Station Parking,1001 Jones St,https://www.google.com/maps/search/?api=1&query=Fort+Worth+Central+Station+Parking+1001+Jones+St+Fort+Worth+TX,,,,unverified
fort-worth-tx,ftw-fw-center-garage,Fort Worth Convention Center Garage,1201 Houston St,https://www.google.com/maps/search/?api=1&query=Fort+Worth+Convention+Center+Garage+1201+Houston+St+Fort+Worth+TX,,,,unverified
fort-worth-tx,ftw-kimbell,Kimbell Art Museum Garage,3333 Camp Bowie Blvd,https://www.google.com/maps/search/?api=1&query=Kimbell+Art+Museum+Garage+3333+Camp+Bowie+Blvd+Fort+Worth+TX,,,,unverified
fort-worth-tx,ftw-seventh-st-bridge,Seventh Street Bridge (Trinity River),W 7th St over Trinity River,https://www.google.com/maps/search/?api=1&query=Seventh+Street+Bridge+%28Trinity+River%29+W+7th+St+over+Trinity+River+Fort+Worth+TX,,,,unverified
fort-worth-tx,ftw-sundance-3,Sundance Square — Garage 3,345 W 3rd St,https://www.google.com/maps/search/?api=1&query=Sundance+Square+%E2%80%94+Garage+3+345+W+3rd+St+Fort+Worth+TX,,,,unverified
fort-worth-tx,ftw-sundance-4,Sundance Square — Garage 4,225 W 4th St,https://www.google.com/maps/search/?api=1&query=Sundance+Square+%E2%80%94+Garage+4+225+W+4th+St+Fort+Worth+TX,,,,unverified
fort-worth-tx,ftw-water-gardens,Water Gardens Place Garage,1500 Commerce St,https://www.google.com/maps/search/?api=1&query=Water+Gardens+Place+Garage+1500+Commerce+St+Fort+Worth+TX,,,,unverified
fresno-ca,fre-campus-pointe,Campus Pointe (Fresno State),550 E Shaw Ave,https://www.google.com/maps/search/?api=1&query=Campus+Pointe+%28Fresno+State%29+550+E+Shaw+Ave+Fresno+CA,,,,unverified
fresno-ca,fre-chukchansi-park,Chukchansi Park (Grizzlies),1800 Tulare St,https://www.google.com/maps/search/?api=1&query=Chukchansi+Park+%28Grizzlies%29+1800+Tulare+St+Fresno+CA,,,,unverified
fresno-ca,fre-fashion-fair,Fashion Fair Mall,645 E Shaw Ave,https://www.google.com/maps/search/?api=1&query=Fashion+Fair+Mall+645+E+Shaw+Ave+Fresno+CA,,,,unverified
fresno-ca,fre-forestiere-underground,Forestiere Underground Gardens,5021 W Shaw Ave,https://www.google.com/maps/search/?api=1&query=Forestiere+Underground+Gardens+5021+W+Shaw+Ave+Fresno+CA,,,,unverified
fresno-ca,fre-fresno-state-structure-2,Fresno State — Structure 2,5200 N Barton Ave,https://www.google.com/maps/search/?api=1&query=Fresno+State+%E2%80%94+Structure+2+5200+N+Barton+Ave+Fresno+CA,,,,unverified
fresno-ca,fre-airport-garage,Fresno Yosemite Airport (FAT) Garage,5175 E Clinton Way,https://www.google.com/maps/search/?api=1&query=Fresno+Yosemite+Airport+%28FAT%29+Garage+5175+E+Clinton+Way+Fresno+CA,,,,unverified
fresno-ca,fre-old-town-clovis,Old Town Clovis District,"400 Pollasky Ave, Clovis",https://www.google.com/maps/search/?api=1&query=Old+Town+Clovis+District+400+Pollasky+Ave%2C+Clovis+Fresno+CA,,,,unverified
fresno-ca,fre-shields-blackstone,Shields & Blackstone Plaza,Shields Ave & Blackstone Ave,https://www.google.com/maps/search/?api=1&query=Shields+%26+Blackstone+Plaza+Shields+Ave+%26+Blackstone+Ave+Fresno+CA,,,,unverified
fresno-ca,fre-sierra-vista-mall,Sierra Vista Mall (Clovis),"1050 Shaw Ave, Clovis",https://www.google.com/maps/search/?api=1&query=Sierra+Vista+Mall+%28Clovis%29+1050+Shaw+Ave%2C+Clovis+Fresno+CA,,,,unverified
gatlinburg-tn,gat-gsmnp-tunnels-arch,Foothills Parkway Arches,Foothills Pkwy,https://www.google.com/maps/search/?api=1&query=Foothills+Parkway+Arches+Foothills+Pkwy+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-convention-ctr,Gatlinburg Convention Center,234 Historic Nature Trail,https://www.google.com/maps/search/?api=1&query=Gatlinburg+Convention+Center+234+Historic+Nature+Trail+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-gsmnp-roaring-fork,GSMNP — Roaring Fork Motor Nature Trail,Historic Nature Trail,https://www.google.com/maps/search/?api=1&query=GSMNP+%E2%80%94+Roaring+Fork+Motor+Nature+Trail+Historic+Nature+Trail+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-mcmahan-garage,McMahan Parking Garage,520 Parkway,https://www.google.com/maps/search/?api=1&query=McMahan+Parking+Garage+520+Parkway+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-knox-airport,Nearest airport: McGhee Tyson (TYS),"2055 Alcoa Hwy, Alcoa",https://www.google.com/maps/search/?api=1&query=Nearest+airport%3A+McGhee+Tyson+%28TYS%29+2055+Alcoa+Hwy%2C+Alcoa+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-ober-gatlinburg,Ober Gatlinburg Aerial Tramway,1001 Parkway,https://www.google.com/maps/search/?api=1&query=Ober+Gatlinburg+Aerial+Tramway+1001+Parkway+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-ripley-aquarium,Ripley's Aquarium of the Smokies — Parking Garage,88 River Rd,https://www.google.com/maps/search/?api=1&query=Ripley%27s+Aquarium+of+the+Smokies+%E2%80%94+Parking+Garage+88+River+Rd+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-tanger-outlets-sevierville,Tanger Outlets Sevierville,"1645 Parkway, Sevierville",https://www.google.com/maps/search/?api=1&query=Tanger+Outlets+Sevierville+1645+Parkway%2C+Sevierville+Gatlinburg+TN,,,,unverified
gatlinburg-tn,gat-pigeon-forge-island,The Island in Pigeon Forge,"131 Island Dr, Pigeon Forge",https://www.google.com/maps/search/?api=1&query=The+Island+in+Pigeon+Forge+131+Island+Dr%2C+Pigeon+Forge+Gatlinburg+TN,,,,unverified
greensboro-nc,grb-bog-garden,Bog Garden / Bicentennial Garden,1101 Hobbs Rd,https://www.google.com/maps/search/?api=1&query=Bog+Garden+%2F+Bicentennial+Garden+1101+Hobbs+Rd+Greensboro+NC,,,,unverified
greensboro-nc,grb-four-seasons-mall,Four Seasons Town Centre,410 Four Seasons Blvd,https://www.google.com/maps/search/?api=1&query=Four+Seasons+Town+Centre+410+Four+Seasons+Blvd+Greensboro+NC,,,,unverified
greensboro-nc,grb-convention-ctr,Koury Convention Center Garage,3121 High Point Rd,https://www.google.com/maps/search/?api=1&query=Koury+Convention+Center+Garage+3121+High+Point+Rd+Greensboro+NC,,,,unverified
greensboro-nc,grb-oak-hollow-mall,Oak Hollow Mall (High Point — status),"921 Eastchester Dr, High Point",https://www.google.com/maps/search/?api=1&query=Oak+Hollow+Mall+%28High+Point+%E2%80%94+status%29+921+Eastchester+Dr%2C+High+Point+Greensboro+NC,,,,unverified
greensboro-nc,grb-airport-main,Piedmont Triad (PTI) — Hourly Garage,1000 Ted Johnson Pkwy,https://www.google.com/maps/search/?api=1&query=Piedmont+Triad+%28PTI%29+%E2%80%94+Hourly+Garage+1000+Ted+Johnson+Pkwy+Greensboro+NC,,,,unverified
greensboro-nc,grb-tanger-center,Steven Tanger Center for Performing Arts,300 N Greene St,https://www.google.com/maps/search/?api=1&query=Steven+Tanger+Center+for+Performing+Arts+300+N+Greene+St+Greensboro+NC,,,,unverified
greensboro-nc,grb-uncg-visitor,UNCG — Walker Ave Deck,801 Stirling St,https://www.google.com/maps/search/?api=1&query=UNCG+%E2%80%94+Walker+Ave+Deck+801+Stirling+St+Greensboro+NC,,,,unverified
hartford-ct,hrt-bulkeley-bridge,Bulkeley Bridge (I-84),I-84 over CT River,https://www.google.com/maps/search/?api=1&query=Bulkeley+Bridge+%28I-84%29+I-84+over+CT+River+Hartford+CT,,,,unverified
hartford-ct,hrt-bushnell-park-garage,Bushnell Park Garage,1 Jewell St,https://www.google.com/maps/search/?api=1&query=Bushnell+Park+Garage+1+Jewell+St+Hartford+CT,,,,unverified
hartford-ct,hrt-founders-bridge,Founders Bridge (US-44),US-44 over CT River,https://www.google.com/maps/search/?api=1&query=Founders+Bridge+%28US-44%29+US-44+over+CT+River+Hartford+CT,,,,unverified
hartford-ct,hrt-union-station,Hartford Union Station Garage,1 Union Pl,https://www.google.com/maps/search/?api=1&query=Hartford+Union+Station+Garage+1+Union+Pl+Hartford+CT,,,,unverified
hartford-ct,hrt-morgan-st-garage,Morgan Street Garage,155 Morgan St,https://www.google.com/maps/search/?api=1&query=Morgan+Street+Garage+155+Morgan+St+Hartford+CT,,,,unverified
hartford-ct,hrt-uconn-health,UConn Health Garage (Farmington),"263 Farmington Ave, Farmington",https://www.google.com/maps/search/?api=1&query=UConn+Health+Garage+%28Farmington%29+263+Farmington+Ave%2C+Farmington+Hartford+CT,,,,unverified
hartford-ct,hrt-westfarms,Westfarms Mall,"500 Westfarms Mall, Farmington",https://www.google.com/maps/search/?api=1&query=Westfarms+Mall+500+Westfarms+Mall%2C+Farmington+Hartford+CT,,,,unverified
henderson-nv,hen-lake-las-vegas,Lake Las Vegas Village,1610 Lake Las Vegas Pkwy,https://www.google.com/maps/search/?api=1&query=Lake+Las+Vegas+Village+1610+Lake+Las+Vegas+Pkwy+Henderson+NV,,,,unverified
henderson-nv,hen-m-resort,M Resort Spa Casino,12300 S Las Vegas Blvd,https://www.google.com/maps/search/?api=1&query=M+Resort+Spa+Casino+12300+S+Las+Vegas+Blvd+Henderson+NV,,,,unverified
henderson-nv,hen-mike-ocallaghan-bridge,Mike O'Callaghan-Pat Tillman Memorial Bridge (Hoover Dam Bypass),US-93 over Colorado River,https://www.google.com/maps/search/?api=1&query=Mike+O%27Callaghan-Pat+Tillman+Memorial+Bridge+%28Hoover+Dam+Bypass%29+US-93+over+Colorado+River+Henderson+NV,,,,unverified
henderson-nv,hen-water-street-district,Water Street District (Downtown Henderson),240 Water St,https://www.google.com/maps/search/?api=1&query=Water+Street+District+%28Downtown+Henderson%29+240+Water+St+Henderson+NV,,,,unverified
honolulu-hi,hnl-ala-moana-bridge,Ala Moana Bridge (Ala Wai Canal),Ala Moana Blvd over Ala Wai,https://www.google.com/maps/search/?api=1&query=Ala+Moana+Bridge+%28Ala+Wai+Canal%29+Ala+Moana+Blvd+over+Ala+Wai+Honolulu+HI,,,,unverified
honolulu-hi,hnl-ala-moana-center,Ala Moana Center,1450 Ala Moana Blvd,https://www.google.com/maps/search/?api=1&query=Ala+Moana+Center+1450+Ala+Moana+Blvd+Honolulu+HI,,,,unverified
honolulu-hi,hnl-hilton-hawaiian-village,Hilton Hawaiian Village Parking,2005 Kalia Rd,https://www.google.com/maps/search/?api=1&query=Hilton+Hawaiian+Village+Parking+2005+Kalia+Rd+Honolulu+HI,,,,unverified
honolulu-hi,hnl-airport-long,HNL — Long Term Garage,300 Rodgers Blvd,https://www.google.com/maps/search/?api=1&query=HNL+%E2%80%94+Long+Term+Garage+300+Rodgers+Blvd+Honolulu+HI,,,,unverified
honolulu-hi,hnl-honolulu-mus-art,Honolulu Museum of Art Lot,900 S Beretania St,https://www.google.com/maps/search/?api=1&query=Honolulu+Museum+of+Art+Lot+900+S+Beretania+St+Honolulu+HI,,,,unverified
honolulu-hi,hnl-iolani-palace,Iolani Palace Grounds,364 S King St,https://www.google.com/maps/search/?api=1&query=Iolani+Palace+Grounds+364+S+King+St+Honolulu+HI,,,,unverified
honolulu-hi,hnl-kakaako-ward-village,Ward Village — South Shore Market,1240 Ala Moana Blvd,https://www.google.com/maps/search/?api=1&query=Ward+Village+%E2%80%94+South+Shore+Market+1240+Ala+Moana+Blvd+Honolulu+HI,,,,unverified
houston-tx,hou-gallry-yellow,Galleria — Yellow Garage,5085 Westheimer Rd,https://www.google.com/maps/search/?api=1&query=Galleria+%E2%80%94+Yellow+Garage+5085+Westheimer+Rd+Houston+TX,,,,unverified
houston-tx,hou-avenida-hilton,Hilton Americas-Houston Garage,1600 Lamar St,https://www.google.com/maps/search/?api=1&query=Hilton+Americas-Houston+Garage+1600+Lamar+St+Houston+TX,,,,unverified
houston-tx,hou-jpm-chase,JPMorgan Chase Tower Garage,600 Travis St,https://www.google.com/maps/search/?api=1&query=JPMorgan+Chase+Tower+Garage+600+Travis+St+Houston+TX,,,,unverified
houston-tx,hou-main-st-sq,Main Street Square Garage,900 Main St,https://www.google.com/maps/search/?api=1&query=Main+Street+Square+Garage+900+Main+St+Houston+TX,,,,unverified
houston-tx,hou-minute-maid,Minute Maid Park Garage,501 Crawford St,https://www.google.com/maps/search/?api=1&query=Minute+Maid+Park+Garage+501+Crawford+St+Houston+TX,,,,unverified
houston-tx,hou-rice-village,Rice Village — Main Garage (Kelvin Dr),2450 Kelvin Dr,https://www.google.com/maps/search/?api=1&query=Rice+Village+%E2%80%94+Main+Garage+%28Kelvin+Dr%29+2450+Kelvin+Dr+Houston+TX,,,,unverified
houston-tx,hou-uptown-park,Uptown Park Shopping Garage,1141-1151 Uptown Park Blvd,https://www.google.com/maps/search/?api=1&query=Uptown+Park+Shopping+Garage+1141-1151+Uptown+Park+Blvd+Houston+TX,,,,unverified
houston-tx,hou-williams-tower,Williams Tower Garage,2800 Post Oak Blvd,https://www.google.com/maps/search/?api=1&query=Williams+Tower+Garage+2800+Post+Oak+Blvd+Houston+TX,,,,unverified
indianapolis-in,ind-childrens-museum,Children's Museum of Indianapolis,3000 N Meridian St,https://www.google.com/maps/search/?api=1&query=Children%27s+Museum+of+Indianapolis+3000+N+Meridian+St+Indianapolis+IN,,,,unverified
indianapolis-in,ind-city-market,City Market Garage,150 E Market St,https://www.google.com/maps/search/?api=1&query=City+Market+Garage+150+E+Market+St+Indianapolis+IN,,,,unverified
indianapolis-in,ind-emrichsville,Emrichsville Bridge (White River),W 16th St over White River,https://www.google.com/maps/search/?api=1&query=Emrichsville+Bridge+%28White+River%29+W+16th+St+over+White+River+Indianapolis+IN,,,,unverified
indianapolis-in,ind-state-capitol,Indiana State Capitol Garage,200 W Washington St,https://www.google.com/maps/search/?api=1&query=Indiana+State+Capitol+Garage+200+W+Washington+St+Indianapolis+IN,,,,unverified
indianapolis-in,ind-merchants,Merchants Garage,105 S Meridian St,https://www.google.com/maps/search/?api=1&query=Merchants+Garage+105+S+Meridian+St+Indianapolis+IN,,,,unverified
indianapolis-in,ind-monument-circle,Monument Circle Underground,1 Monument Cir,https://www.google.com/maps/search/?api=1&query=Monument+Circle+Underground+1+Monument+Cir+Indianapolis+IN,,,,unverified
indianapolis-in,ind-pnc-center,PNC Center Garage,101 W Washington St,https://www.google.com/maps/search/?api=1&query=PNC+Center+Garage+101+W+Washington+St+Indianapolis+IN,,,,unverified
indianapolis-in,ind-virginia-ave,Virginia Avenue Garage (Gainbridge),125 S Pennsylvania St,https://www.google.com/maps/search/?api=1&query=Virginia+Avenue+Garage+%28Gainbridge%29+125+S+Pennsylvania+St+Indianapolis+IN,,,,unverified
indianapolis-in,ind-world-wonders,World Wonders Garage (Circle Centre),55 W Washington St,https://www.google.com/maps/search/?api=1&query=World+Wonders+Garage+%28Circle+Centre%29+55+W+Washington+St+Indianapolis+IN,,,,unverified
jackson-wy,jac-snake-river-bridge,Snake River Bridge (Hwy 22),WY-22 over Snake River,https://www.google.com/maps/search/?api=1&query=Snake+River+Bridge+%28Hwy+22%29+WY-22+over+Snake+River+Jackson+WY,,,,unverified
jackson-wy,jac-teton-pass,Teton Pass (WY-22),WY-22 / ID-33,https://www.google.com/maps/search/?api=1&query=Teton+Pass+%28WY-22%29+WY-22+%2F+ID-33+Jackson+WY,,,,unverified
jackson-wy,jac-togwotee-pass,Togwotee Pass (US-26/287),US-26 east of Moran,https://www.google.com/maps/search/?api=1&query=Togwotee+Pass+%28US-26%2F287%29+US-26+east+of+Moran+Jackson+WY,,,,unverified
jacksonville-fl,jax-ed-ball,Ed Ball Building Garage,214 N Hogan St,https://www.google.com/maps/search/?api=1&query=Ed+Ball+Building+Garage+214+N+Hogan+St+Jacksonville+FL,,,,unverified
jacksonville-fl,jax-fuller-warren,Fuller Warren Bridge (I-95),I-95 over St. Johns River,https://www.google.com/maps/search/?api=1&query=Fuller+Warren+Bridge+%28I-95%29+I-95+over+St.+Johns+River+Jacksonville+FL,,,,unverified
jacksonville-fl,jax-main-st-bridge,Main Street Bridge (John T. Alsop Jr.),US-1 over St. Johns River,https://www.google.com/maps/search/?api=1&query=Main+Street+Bridge+%28John+T.+Alsop+Jr.%29+US-1+over+St.+Johns+River+Jacksonville+FL,,,,unverified
jacksonville-fl,jax-san-marco,San Marco Square,1962 San Marco Blvd,https://www.google.com/maps/search/?api=1&query=San+Marco+Square+1962+San+Marco+Blvd+Jacksonville+FL,,,,unverified
